Time,Noise_Signal,Signal
0.0,0.04673376051115998,1.2087613304566336e-148
0.05002501250625312,0.14008193523316576,1.2746343462259411e-145
0.10005002501250625,0.1872460936610426,1.2515174685325574e-142
0.15007503751875936,0.5707203905235572,1.1441802713888024e-139
0.2001000500250125,0.19609617450578912,9.739983804582674e-137
0.2501250625312656,-0.8614126489580817,7.720194725527066e-134
0.3001500750375187,-2.250880123474729,5.69776475954527e-131
0.35017508754377186,-1.3778305922454062,3.91549807913452e-128
0.400200100050025,0.10326799842105028,2.5053924017450137e-125
0.4502251125562781,0.002086436893606756,1.492693827630737e-122
0.5002501250625312,-1.0186374528149569,8.280793568760565e-120
0.5502751375687843,-0.006997423051975477,4.277395614837305e-117
0.6003001500750375,-0.04182961184860398,2.0572786624271684e-114
0.6503251625812906,-0.19273294679224912,9.213254413127336e-112
0.7003501750875437,0.6659448976361575,3.8418397550682174e-109
0.7503751875937968,-0.22963092970646823,1.4916662684062472e-106
0.80040020010005,0.33947284483508117,5.3927505521432115e-104
0.8504252126063031,-1.012622552134585,1.8153285386965478e-101
0.9004502251125562,0.35445521818164427,5.6899228626574954e-99
0.9504752376188094,-0.000499758571141874,1.6605951401883202e-96
1.0005002501250624,-0.026907386070782184,4.5126056904855375e-94
1.0505252626313155,0.031186320548175325,1.1418189623160993e-91
1.1005502751375686,-0.07965693841172668,2.6901305455726692e-89
1.1505752876438218,-0.4220504881718643,5.90140881065998e-87
1.200600300150075,0.11141054537878052,1.2054363568569682e-84
1.250625312656328,0.74401382652635,2.2926571365378674e-82
1.3006503251625812,0.0637416451385903,4.0601322246148885e-80
1.3506753376688343,-1.5495920333739623,6.69495224241111e-78
1.4007003501750874,0.40920251532575863,1.027924055953217e-75
1.4507253626813406,-0.003700379147835306,1.4695379852467558e-73
1.5007503751875937,-0.6431937544201507,1.9561711218657578e-71
1.5507753876938468,0.444761628965779,2.424594471268959e-69
1.6008004002001,0.32394815286482553,2.7981926919570258e-67
1.650825412706353,0.4039751972388505,3.0069234068710242e-65
1.7008504252126062,-0.32451911582310805,3.0086616743485617e-63
1.7508754377188593,0.7831449143522347,2.803048305879799e-61
1.8009004502251125,1.139478815765449,2.431610728049566e-59
1.8509254627313656,-1.2840952848563225,1.9641007418797122e-57
1.9009504752376187,0.8838999149791307,1.4772013941721308e-55
1.9509754877438719,-0.000656406353707996,1.0344795227090508e-53
2.0010005002501248,-0.5424494297880865,6.745440690115748e-52
2.051025512756378,-0.9392391819807031,4.0954817791608586e-50
2.101050525262631,0.28800979605463484,2.315292731640426e-48
2.151075537768884,-0.07976275806636751,1.2187455949417986e-46
2.2011005502751373,0.2787874731859709,5.973466739358453e-45
2.2511255627813904,-1.9334901034507788,2.726126980490177e-43
2.3011505752876436,1.2212032603582335,1.1584357521362002e-41
2.3511755877938967,0.020355252575960017,4.583572067538213e-40
2.40120060030015,-0.6761889584797866,1.6886607775238763e-38
2.451225612806403,0.002357198054399036,5.792779645036482e-37
2.501250625312656,-0.6128468391230695,1.8502816466669277e-35
2.551275637818909,-0.44013144069488364,5.502941726035665e-34
2.6013006503251623,-0.148806944863032,1.5239061683138698e-32
2.6513256628314155,-0.214130081215102,3.929413929479102e-31
2.7013506753376686,-0.3037623558248421,9.434167311743224e-30
2.7513756878439217,-1.5491004479397241,2.1090438431104867e-28
2.801400700350175,-0.769713523373068,4.3900946355547336e-27
2.851425712856428,-1.0852221100020456,8.508801589692151e-26
2.901450725362681,-0.20933553788054712,1.5355683479567644e-24
2.9514757378689342,0.00034893877658137367,2.5803353175361072e-23
3.0015007503751874,0.1100160710208984,4.0372847570593203e-22
3.0515257628814405,-0.44219950778260575,5.8817811031165896e-21
3.1015507753876936,0.3426520338766606,7.978744786673545e-20
3.1515757878939468,0.026754861573550864,1.0077818439159093e-18
3.2016008004002,1.5707370466662354,1.1852357059508687e-17
3.251625812906453,0.8373111196834907,1.2979237014428993e-16
3.301650825412706,1.572203013492064,1.3234265415350986e-15
3.3516758379189593,-1.7553460313448799,1.2564834066348623e-14
3.4017008504252124,1.0567123540460062,1.1107591902610983e-13
3.4517258629314655,0.0017864686143863658,9.143012491743962e-13
3.5017508754377187,0.13057242534865127,7.007529768001306e-12
3.551775887943972,0.41287285346949676,5.000884564005823e-11
3.601800900450225,0.26255344277335774,3.3230352526722283e-10
3.651825912956478,0.12913798136118457,2.0560293387644593e-09
