Time,Noise_Signal,Signal
0.0,-0.04805845025874959,0.0
0.05002501250625312,0.5548499878508371,0.0
0.10005002501250625,-0.40981213112347353,0.0
0.15007503751875936,-0.020027081260222863,0.0
0.2001000500250125,0.28361233570318223,0.0
0.2501250625312656,-0.6943093880358672,0.0
0.3001500750375187,-0.8883504299575405,0.0
0.35017508754377186,-0.8810608051576756,0.0
0.400200100050025,-0.21528802869627414,0.0
0.4502251125562781,0.019326987217971246,0.0
0.5002501250625312,0.4102011766684803,0.0
0.5502751375687843,0.03245649078805727,0.0
0.6003001500750375,-0.5076044843589621,0.0
0.6503251625812906,-0.8842056160123737,0.0
0.7003501750875437,0.28647955256632307,0.0
0.7503751875937968,-0.5371338164921674,0.0
0.80040020010005,-0.950384527410901,0.0
0.8504252126063031,-1.6353226621847374,0.0
0.9004502251125562,0.7153483202929201,0.0
0.9504752376188094,0.013996165888665674,0.0
1.0005002501250624,0.4731394619422776,0.0
1.0505252626313155,-0.4365750567983594,0.0
1.1005502751375686,-0.5555679890215829,0.0
1.1505752876438218,0.9142130095895392,0.0
1.200600300150075,0.23293663007054288,0.0
1.250625312656328,1.0197227367618318,0.0
1.3006503251625812,0.8284385732092202,0.0
1.3506753376688343,-1.4651996264586984,0.0
1.4007003501750874,0.49251576257601287,0.0
1.4507253626813406,-0.007139039816222936,0.0
1.5007503751875937,0.17005325900928997,0.0
1.5507753876938468,0.406099837792156,0.0
1.6008004002001,-0.24953746045859052,0.0
1.650825412706353,0.041163209749842604,0.0
1.7008504252126062,0.02497988789725401,0.0
1.7508754377188593,-0.05661212714279935,0.0
1.8009004502251125,0.7606323396110178,0.0
1.8509254627313656,0.4313121795606064,0.0
1.9009504752376187,-0.21058583192839822,0.0
1.9509754877438719,-0.0006294486956209899,0.0
2.0010005002501248,-0.36064893626381617,0.0
2.051025512756378,-0.6783662904998812,0.0
2.101050525262631,-0.2827254124753749,0.0
2.151075537768884,-0.35493205963049745,0.0
2.2011005502751373,0.8211970322972946,0.0
2.2511255627813904,-0.22326081688243107,0.0
2.3011505752876436,0.4433326050420396,0.0
2.3511755877938967,-0.6808583026010883,0.0
2.40120060030015,-0.4826140529772318,0.0
2.451225612806403,0.0004917137880596888,0.0
2.501250625312656,0.03778869646938335,0.0
2.551275637818909,0.35467627513040506,0.0
2.6013006503251623,0.23664678161852157,0.0
2.6513256628314155,0.12486893874446703,0.0
2.7013506753376686,0.2563185692984296,0.0
2.7513756878439217,-0.3892492865525608,0.0
2.801400700350175,-1.420229531673128,0.0
2.851425712856428,-0.08247916487882763,0.0
2.901450725362681,-0.1479676764786721,0.0
2.9514757378689342,0.005920914262217946,0.0
3.0015007503751874,0.1615796156735851,0.0
3.0515257628814405,1.750736772965959,0.0
3.1015507753876936,0.16209188471881542,0.0
3.1515757878939468,-0.7381365379566495,0.0
3.2016008004002,0.750816290579169,0.0
3.251625812906453,-0.3937298372360211,0.0
3.301650825412706,-0.856276178001439,0.0
3.3516758379189593,-0.7665471629508546,0.0
3.4017008504252124,-0.8473086881740038,0.0
3.4517258629314655,-0.0005363513388084801,0.0
3.5017508754377187,0.09790070354520129,0.0
3.551775887943972,-0.47256891462703776,0.0
3.601800900450225,-0.029146807564894604,0.0
3.651825912956478,-0.3781468578864531,0.0
3.701850925462731,0.4496463855691391,0.0
3.7518759379689843,0.46816662143358956,0.0
3.8019009504752375,1.1832265751314197,0.0
3.8519259629814906,0.8228102692106231,0.0
3.9019509754877437,1.1814427539587757,0.0
3.951975987993997,0.0017398028165078586,0.0
4.0020010005002495,0.39622337493521725,0.0
